   #Energy      xx              yy   
  0.14159700E+02  0.44625503E+00  0.44625503E+00
  0.14213500E+02  0.36122095E+00  0.36122095E+00
  0.14267300E+02  0.29918983E+00  0.29918983E+00
  0.14321200E+02  0.26285217E+00  0.26285217E+00
  0.14375000E+02  0.21604762E+00  0.21604762E+00
  0.14428800E+02  0.15343709E+00  0.15343709E+00
  0.14482700E+02  0.10341189E+00  0.10341189E+00
  0.14536500E+02  0.57807490E-01  0.57807490E-01
  0.14590400E+02  0.12919842E-02  0.12919842E-02
  0.14644200E+02 -0.25227646E-01 -0.25227646E-01
  0.14698000E+02  0.24965370E-01  0.24965370E-01
  0.14751900E+02  0.90964941E-01  0.90964941E-01
  0.14805700E+02  0.82000159E-01  0.82000159E-01
  0.14859600E+02  0.33254408E-01  0.33254408E-01
  0.14913400E+02  0.40217844E-01  0.40217844E-01
  0.14967200E+02  0.10217243E+00  0.10217243E+00
  0.15021100E+02  0.16227498E+00  0.16227498E+00
  0.15074900E+02  0.21346053E+00  0.21346053E+00
  0.15128800E+02  0.25075993E+00  0.25075993E+00
  0.15182600E+02  0.24700729E+00  0.24700729E+00
  0.15236400E+02  0.17196010E+00  0.17196010E+00
  0.15290300E+02  0.55143120E-01  0.55143120E-01
  0.15344100E+02 -0.62995410E-02 -0.62995410E-02
  0.15397900E+02 -0.73132567E-02 -0.73132567E-02
  0.15451800E+02 -0.16543524E-01 -0.16543524E-01
  0.15505600E+02 -0.29707277E-01 -0.29707277E-01
  0.15559500E+02 -0.12525439E-02 -0.12525439E-02
  0.15613300E+02  0.45498867E-01  0.45498867E-01
  0.15667100E+02  0.47547455E-01  0.47547455E-01
  0.15721000E+02  0.10504021E-01  0.10504021E-01
  0.15774800E+02 -0.36953379E-01 -0.36953379E-01
  0.15828700E+02 -0.76707716E-01 -0.76707716E-01
  0.15882500E+02 -0.62648728E-01 -0.62648728E-01
  0.15936300E+02  0.10006436E-01  0.10006436E-01
  0.15990200E+02  0.96798593E-01  0.96798593E-01
  0.16044000E+02  0.24448971E+00  0.24448971E+00
  0.16097900E+02  0.54323508E+00  0.54323508E+00
  0.16151700E+02  0.88479708E+00  0.88479708E+00
  0.16205500E+02  0.10551177E+01  0.10551177E+01
  0.16259400E+02  0.10379466E+01  0.10379466E+01
  0.16313200E+02  0.93750556E+00  0.93750556E+00
  0.16367000E+02  0.80317716E+00  0.80317716E+00
  0.16420900E+02  0.66570219E+00  0.66570219E+00
  0.16474700E+02  0.54547335E+00  0.54547335E+00
  0.16528600E+02  0.41779480E+00  0.41779480E+00
  0.16582400E+02  0.24855607E+00  0.24855607E+00
  0.16636200E+02  0.66023473E-01  0.66023473E-01
  0.16690100E+02 -0.75642286E-01 -0.75642286E-01
  0.16743900E+02 -0.13842814E+00 -0.13842814E+00
  0.16797800E+02 -0.82891537E-01 -0.82891537E-01
  0.16851600E+02  0.39747157E-01  0.39747157E-01
  0.16905400E+02  0.10941549E+00  0.10941549E+00
  0.16959300E+02  0.93518128E-01  0.93518128E-01
  0.17013100E+02  0.32321594E-01  0.32321594E-01
  0.17067000E+02 -0.22119758E-01 -0.22119758E-01
  0.17120800E+02 -0.20535611E-01 -0.20535611E-01
  0.17174600E+02  0.21153166E-01  0.21153166E-01
  0.17228500E+02  0.21774311E-01  0.21774311E-01
  0.17282300E+02 -0.44936720E-01 -0.44936720E-01
  0.17336100E+02 -0.13174092E+00 -0.13174092E+00
  0.17390000E+02 -0.21488459E+00 -0.21488459E+00
  0.17443800E+02 -0.29755645E+00 -0.29755645E+00
  0.17497700E+02 -0.37721491E+00 -0.37721491E+00
  0.17551500E+02 -0.45071523E+00 -0.45071523E+00
  0.17605300E+02 -0.50850260E+00 -0.50850260E+00
  0.17659200E+02 -0.53891729E+00 -0.53891729E+00
  0.17713000E+02 -0.55225153E+00 -0.55225153E+00
  0.17766900E+02 -0.59054616E+00 -0.59054616E+00
  0.17820700E+02 -0.68443386E+00 -0.68443386E+00
  0.17874500E+02 -0.81916690E+00 -0.81916690E+00
  0.17928400E+02 -0.94546715E+00 -0.94546715E+00
  0.17982200E+02 -0.10271970E+01 -0.10271970E+01
  0.18036100E+02 -0.10337605E+01 -0.10337605E+01
  0.18089900E+02 -0.96053706E+00 -0.96053706E+00
  0.18143700E+02 -0.90745379E+00 -0.90745379E+00
  0.18197600E+02 -0.94882326E+00 -0.94882326E+00
  0.18251400E+02 -0.10290575E+01 -0.10290575E+01
  0.18305300E+02 -0.10567053E+01 -0.10567053E+01
  0.18359100E+02 -0.10110399E+01 -0.10110399E+01
  0.18412900E+02 -0.98094864E+00 -0.98094864E+00
  0.18466800E+02 -0.10137005E+01 -0.10137005E+01
  0.18520600E+02 -0.10677920E+01 -0.10677920E+01
  0.18574400E+02 -0.11166483E+01 -0.11166483E+01
  0.18628300E+02 -0.10939459E+01 -0.10939459E+01
  0.18682100E+02 -0.86820955E+00 -0.86820955E+00
  0.18736000E+02 -0.47479803E+00 -0.47479803E+00
  0.18789800E+02 -0.63074748E-01 -0.63074748E-01
  0.18843600E+02  0.30505157E+00  0.30505157E+00
  0.18897500E+02  0.60591537E+00  0.60591537E+00
  0.18951300E+02  0.87095629E+00  0.87095629E+00
  0.19005200E+02  0.10911415E+01  0.10911415E+01
  0.19059000E+02  0.11901213E+01  0.11901213E+01
  0.19112800E+02  0.11908652E+01  0.11908652E+01
  0.19166700E+02  0.11561133E+01  0.11561133E+01
  0.19220500E+02  0.10821504E+01  0.10821504E+01
  0.19274400E+02  0.97253931E+00  0.97253931E+00
  0.19328200E+02  0.90492611E+00  0.90492611E+00
  0.19382000E+02  0.95924547E+00  0.95924547E+00
  0.19435900E+02  0.10509385E+01  0.10509385E+01
  0.19489700E+02  0.10299999E+01  0.10299999E+01
  0.19543500E+02  0.91657949E+00  0.91657949E+00
  0.19597400E+02  0.83091976E+00  0.83091976E+00
  0.19651200E+02  0.83652290E+00  0.83652290E+00
  0.19705100E+02  0.89814368E+00  0.89814368E+00
  0.19758900E+02  0.93940640E+00  0.93940640E+00
  0.19812700E+02  0.95009837E+00  0.95009837E+00
  0.19866600E+02  0.95108383E+00  0.95108383E+00
  0.19920400E+02  0.95045223E+00  0.95045223E+00
  0.19974300E+02  0.94932568E+00  0.94932568E+00
  0.20028100E+02  0.91979853E+00  0.91979853E+00
  0.20081900E+02  0.85065401E+00  0.85065401E+00
  0.20135800E+02  0.77707731E+00  0.77707731E+00
  0.20189600E+02  0.73413362E+00  0.73413362E+00
  0.20243500E+02  0.72550109E+00  0.72550109E+00
  0.20297300E+02  0.73020691E+00  0.73020691E+00
  0.20351100E+02  0.70478330E+00  0.70478330E+00
  0.20405000E+02  0.62271266E+00  0.62271266E+00
  0.20458800E+02  0.53904308E+00  0.53904308E+00
  0.20512600E+02  0.52824119E+00  0.52824119E+00
  0.20566500E+02  0.56572149E+00  0.56572149E+00
  0.20620300E+02  0.58662266E+00  0.58662266E+00
  0.20674200E+02  0.59914029E+00  0.59914029E+00
  0.20728000E+02  0.64942282E+00  0.64942282E+00
  0.20781800E+02  0.73810131E+00  0.73810131E+00
  0.20835700E+02  0.82807283E+00  0.82807283E+00
  0.20889500E+02  0.88940368E+00  0.88940368E+00
  0.20943400E+02  0.90417458E+00  0.90417458E+00
  0.20997200E+02  0.86914206E+00  0.86914206E+00
  0.21051000E+02  0.81290494E+00  0.81290494E+00
  0.21104900E+02  0.77166311E+00  0.77166311E+00
  0.21158700E+02  0.75455346E+00  0.75455346E+00
  0.21212600E+02  0.73359352E+00  0.73359352E+00
  0.21266400E+02  0.66988636E+00  0.66988636E+00
  0.21320200E+02  0.57323811E+00  0.57323811E+00
  0.21374100E+02  0.48762391E+00  0.48762391E+00
  0.21427900E+02  0.40812356E+00  0.40812356E+00
  0.21481800E+02  0.31646018E+00  0.31646018E+00
  0.21535600E+02  0.23958649E+00  0.23958649E+00
  0.21589400E+02  0.19916935E+00  0.19916935E+00
  0.21643300E+02  0.18921284E+00  0.18921284E+00
  0.21697100E+02  0.19055649E+00  0.19055649E+00
  0.21750900E+02  0.18017309E+00  0.18017309E+00
  0.21804800E+02  0.15534336E+00  0.15534336E+00
  0.21858600E+02  0.12546113E+00  0.12546113E+00
  0.21912500E+02  0.76908746E-01  0.76908746E-01
  0.21966300E+02 -0.47743910E-02 -0.47743910E-02
  0.22020100E+02 -0.10564838E+00 -0.10564838E+00
  0.22074000E+02 -0.21838873E+00 -0.21838873E+00
  0.22127800E+02 -0.33363632E+00 -0.33363632E+00
  0.22181700E+02 -0.41069553E+00 -0.41069553E+00
  0.22235500E+02 -0.46109463E+00 -0.46109463E+00
  0.22289300E+02 -0.47853836E+00 -0.47853836E+00
  0.22343200E+02 -0.26529844E+00 -0.26529844E+00
  0.22397000E+02  0.29226054E+00  0.29226054E+00
  0.22450900E+02  0.93112271E+00  0.93112271E+00
  0.22504700E+02  0.14503944E+01  0.14503944E+01
  0.22558500E+02  0.18802504E+01  0.18802504E+01
  0.22612400E+02  0.22063907E+01  0.22063907E+01
  0.22666200E+02  0.24028620E+01  0.24028620E+01
  0.22720000E+02  0.24272208E+01  0.24272208E+01
  0.22773900E+02  0.22804481E+01  0.22804481E+01
  0.22827700E+02  0.20590710E+01  0.20590710E+01
  0.22881600E+02  0.18524741E+01  0.18524741E+01
  0.22935400E+02  0.17244496E+01  0.17244496E+01
  0.22989200E+02  0.17077675E+01  0.17077675E+01
  0.23043100E+02  0.17440481E+01  0.17440481E+01
  0.23096900E+02  0.17404969E+01  0.17404969E+01
  0.23150800E+02  0.16798901E+01  0.16798901E+01
  0.23204600E+02  0.15920763E+01  0.15920763E+01
  0.23258400E+02  0.15154456E+01  0.15154456E+01
  0.23312300E+02  0.14742934E+01  0.14742934E+01
  0.23366100E+02  0.14242760E+01  0.14242760E+01
  0.23420000E+02  0.13136883E+01  0.13136883E+01
  0.23473800E+02  0.11642116E+01  0.11642116E+01
  0.23527600E+02  0.10591125E+01  0.10591125E+01
  0.23581500E+02  0.10818509E+01  0.10818509E+01
  0.23635300E+02  0.11845886E+01  0.11845886E+01
  0.23689100E+02  0.12689037E+01  0.12689037E+01
  0.23743000E+02  0.13526396E+01  0.13526396E+01
  0.23796800E+02  0.14574255E+01  0.14574255E+01
  0.23850700E+02  0.15452061E+01  0.15452061E+01
  0.23904500E+02  0.16069985E+01  0.16069985E+01
  0.23958300E+02  0.16850611E+01  0.16850611E+01
  0.24012200E+02  0.18025117E+01  0.18025117E+01
  0.24066000E+02  0.19276328E+01  0.19276328E+01
  0.24119900E+02  0.20498087E+01  0.20498087E+01
  0.24173700E+02  0.21960489E+01  0.21960489E+01
  0.24227500E+02  0.23154201E+01  0.23154201E+01
  0.24281400E+02  0.23246761E+01  0.23246761E+01
  0.24335200E+02  0.22469616E+01  0.22469616E+01
  0.24389100E+02  0.21614289E+01  0.21614289E+01
  0.24442900E+02  0.21122829E+01  0.21122829E+01
  0.24496700E+02  0.20978039E+01  0.20978039E+01
  0.24550600E+02  0.20933285E+01  0.20933285E+01
  0.24604400E+02  0.20729595E+01  0.20729595E+01
  0.24658300E+02  0.20453437E+01  0.20453437E+01
  0.24712100E+02  0.20360799E+01  0.20360799E+01
  0.24765900E+02  0.20247626E+01  0.20247626E+01
  0.24819800E+02  0.19776209E+01  0.19776209E+01
  0.24873600E+02  0.19090228E+01  0.19090228E+01
  0.24927400E+02  0.18435207E+01  0.18435207E+01
  0.24981300E+02  0.17805405E+01  0.17805405E+01
  0.25035100E+02  0.17204891E+01  0.17204891E+01
  0.25089000E+02  0.16787507E+01  0.16787507E+01
  0.25142800E+02  0.16536097E+01  0.16536097E+01
  0.25196600E+02  0.16143502E+01  0.16143502E+01
  0.25250500E+02  0.15430013E+01  0.15430013E+01
  0.25304300E+02  0.14472905E+01  0.14472905E+01
  0.25358200E+02  0.13315673E+01  0.13315673E+01
  0.25412000E+02  0.12014236E+01  0.12014236E+01
  0.25465800E+02  0.10785069E+01  0.10785069E+01
  0.25519700E+02  0.98156490E+00  0.98156490E+00
  0.25573500E+02  0.92249161E+00  0.92249161E+00
  0.25627400E+02  0.92175398E+00  0.92175398E+00
  0.25681200E+02  0.98756995E+00  0.98756995E+00
  0.25735000E+02  0.10745775E+01  0.10745775E+01
  0.25788900E+02  0.11291436E+01  0.11291436E+01
  0.25842700E+02  0.11367001E+01  0.11367001E+01
  0.25896500E+02  0.10990407E+01  0.10990407E+01
  0.25950400E+02  0.10344798E+01  0.10344798E+01
