   #Energy      xx              yy   
  0.17120800E+02  0.16868144E+01  0.16868144E+01
  0.17174600E+02  0.16716531E+01  0.16716531E+01
  0.17228500E+02  0.15939628E+01  0.15939628E+01
  0.17282300E+02  0.15260399E+01  0.15260399E+01
  0.17336100E+02  0.15005068E+01  0.15005068E+01
  0.17390000E+02  0.14970526E+01  0.14970526E+01
  0.17443800E+02  0.15089861E+01  0.15089861E+01
  0.17497700E+02  0.15359042E+01  0.15359042E+01
  0.17551500E+02  0.15783510E+01  0.15783510E+01
  0.17605300E+02  0.16353432E+01  0.16353432E+01
  0.17659200E+02  0.16920951E+01  0.16920951E+01
  0.17713000E+02  0.17187813E+01  0.17187813E+01
  0.17766900E+02  0.17087079E+01  0.17087079E+01
  0.17820700E+02  0.17003971E+01  0.17003971E+01
  0.17874500E+02  0.17436614E+01  0.17436614E+01
  0.17928400E+02  0.18561522E+01  0.18561522E+01
  0.17982200E+02  0.20174809E+01  0.20174809E+01
  0.18036100E+02  0.22005161E+01  0.22005161E+01
  0.18089900E+02  0.23282393E+01  0.23282393E+01
  0.18143700E+02  0.23541510E+01  0.23541510E+01
  0.18197600E+02  0.23713989E+01  0.23713989E+01
  0.18251400E+02  0.24659767E+01  0.24659767E+01
  0.18305300E+02  0.26266590E+01  0.26266590E+01
  0.18359100E+02  0.27620705E+01  0.27620705E+01
  0.18412900E+02  0.28322706E+01  0.28322706E+01
  0.18466800E+02  0.29160798E+01  0.29160798E+01
  0.18520600E+02  0.30603975E+01  0.30603975E+01
  0.18574400E+02  0.32819113E+01  0.32819113E+01
  0.18628300E+02  0.36178942E+01  0.36178942E+01
  0.18682100E+02  0.39960499E+01  0.39960499E+01
  0.18736000E+02  0.42264265E+01  0.42264265E+01
  0.18789800E+02  0.42863602E+01  0.42863602E+01
  0.18843600E+02  0.42268831E+01  0.42268831E+01
  0.18897500E+02  0.40997789E+01  0.40997789E+01
  0.18951300E+02  0.39378392E+01  0.39378392E+01
  0.19005200E+02  0.36970605E+01  0.36970605E+01
  0.19059000E+02  0.34143301E+01  0.34143301E+01
  0.19112800E+02  0.31814870E+01  0.31814870E+01
  0.19166700E+02  0.29985193E+01  0.29985193E+01
  0.19220500E+02  0.28501991E+01  0.28501991E+01
  0.19274400E+02  0.27765780E+01  0.27765780E+01
  0.19328200E+02  0.28011322E+01  0.28011322E+01
  0.19382000E+02  0.28328010E+01  0.28328010E+01
  0.19435900E+02  0.27403883E+01  0.27403883E+01
  0.19489700E+02  0.25848056E+01  0.25848056E+01
  0.19543500E+02  0.25107607E+01  0.25107607E+01
  0.19597400E+02  0.25429268E+01  0.25429268E+01
  0.19651200E+02  0.26016368E+01  0.26016368E+01
  0.19705100E+02  0.26043311E+01  0.26043311E+01
  0.19758900E+02  0.25519533E+01  0.25519533E+01
  0.19812700E+02  0.24973376E+01  0.24973376E+01
  0.19866600E+02  0.24470378E+01  0.24470378E+01
  0.19920400E+02  0.24004251E+01  0.24004251E+01
  0.19974300E+02  0.23403515E+01  0.23403515E+01
  0.20028100E+02  0.22655581E+01  0.22655581E+01
  0.20081900E+02  0.22127997E+01  0.22127997E+01
  0.20135800E+02  0.22080407E+01  0.22080407E+01
  0.20189600E+02  0.22314932E+01  0.22314932E+01
  0.20243500E+02  0.22495097E+01  0.22495097E+01
  0.20297300E+02  0.22365344E+01  0.22365344E+01
  0.20351100E+02  0.21924953E+01  0.21924953E+01
  0.20405000E+02  0.21716919E+01  0.21716919E+01
  0.20458800E+02  0.22291317E+01  0.22291317E+01
  0.20512600E+02  0.23215201E+01  0.23215201E+01
  0.20566500E+02  0.23711628E+01  0.23711628E+01
  0.20620300E+02  0.23894831E+01  0.23894831E+01
  0.20674200E+02  0.24275167E+01  0.24275167E+01
  0.20728000E+02  0.24767171E+01  0.24767171E+01
  0.20781800E+02  0.24905064E+01  0.24905064E+01
  0.20835700E+02  0.24506729E+01  0.24506729E+01
  0.20889500E+02  0.23690526E+01  0.23690526E+01
  0.20943400E+02  0.22670960E+01  0.22670960E+01
  0.20997200E+02  0.21786021E+01  0.21786021E+01
  0.21051000E+02  0.21301261E+01  0.21301261E+01
  0.21104900E+02  0.21109454E+01  0.21109454E+01
  0.21158700E+02  0.20877115E+01  0.20877115E+01
  0.21212600E+02  0.20344584E+01  0.20344584E+01
  0.21266400E+02  0.19713114E+01  0.19713114E+01
  0.21320200E+02  0.19452337E+01  0.19452337E+01
  0.21374100E+02  0.19542810E+01  0.19542810E+01
  0.21427900E+02  0.19664449E+01  0.19664449E+01
  0.21481800E+02  0.19999246E+01  0.19999246E+01
  0.21535600E+02  0.20701174E+01  0.20701174E+01
  0.21589400E+02  0.21536706E+01  0.21536706E+01
  0.21643300E+02  0.22250803E+01  0.22250803E+01
  0.21697100E+02  0.22713076E+01  0.22713076E+01
  0.21750900E+02  0.22981261E+01  0.22981261E+01
  0.21804800E+02  0.23250600E+01  0.23250600E+01
  0.21858600E+02  0.23515603E+01  0.23515603E+01
  0.21912500E+02  0.23705886E+01  0.23705886E+01
  0.21966300E+02  0.24047016E+01  0.24047016E+01
  0.22020100E+02  0.24747602E+01  0.24747602E+01
  0.22074000E+02  0.25842371E+01  0.25842371E+01
  0.22127800E+02  0.27556615E+01  0.27556615E+01
  0.22181700E+02  0.29905777E+01  0.29905777E+01
  0.22235500E+02  0.32650727E+01  0.32650727E+01
  0.22289300E+02  0.36619758E+01  0.36619758E+01
  0.22343200E+02  0.42003489E+01  0.42003489E+01
  0.22397000E+02  0.45990017E+01  0.45990017E+01
  0.22450900E+02  0.46462156E+01  0.46462156E+01
  0.22504700E+02  0.44981068E+01  0.44981068E+01
  0.22558500E+02  0.42430028E+01  0.42430028E+01
  0.22612400E+02  0.38901721E+01  0.38901721E+01
  0.22666200E+02  0.34697261E+01  0.34697261E+01
  0.22720000E+02  0.30238295E+01  0.30238295E+01
  0.22773900E+02  0.26652588E+01  0.26652588E+01
  0.22827700E+02  0.24594919E+01  0.24594919E+01
  0.22881600E+02  0.23925412E+01  0.23925412E+01
  0.22935400E+02  0.24210608E+01  0.24210608E+01
  0.22989200E+02  0.24593111E+01  0.24593111E+01
  0.23043100E+02  0.24212997E+01  0.24212997E+01
  0.23096900E+02  0.23228317E+01  0.23228317E+01
  0.23150800E+02  0.22313428E+01  0.22313428E+01
  0.23204600E+02  0.21793681E+01  0.21793681E+01
  0.23258400E+02  0.21703787E+01  0.21703787E+01
  0.23312300E+02  0.21645239E+01  0.21645239E+01
  0.23366100E+02  0.21230590E+01  0.21230590E+01
  0.23420000E+02  0.20908157E+01  0.20908157E+01
  0.23473800E+02  0.21381357E+01  0.21381357E+01
  0.23527600E+02  0.22917134E+01  0.22917134E+01
  0.23581500E+02  0.24784427E+01  0.24784427E+01
  0.23635300E+02  0.25832251E+01  0.25832251E+01
  0.23689100E+02  0.26310587E+01  0.26310587E+01
  0.23743000E+02  0.26798587E+01  0.26798587E+01
  0.23796800E+02  0.27002984E+01  0.27002984E+01
  0.23850700E+02  0.26870227E+01  0.26870227E+01
  0.23904500E+02  0.26805758E+01  0.26805758E+01
  0.23958300E+02  0.26983735E+01  0.26983735E+01
  0.24012200E+02  0.26996117E+01  0.26996117E+01
  0.24066000E+02  0.26607144E+01  0.26607144E+01
  0.24119900E+02  0.26035697E+01  0.26035697E+01
  0.24173700E+02  0.25089640E+01  0.25089640E+01
  0.24227500E+02  0.23234164E+01  0.23234164E+01
  0.24281400E+02  0.21028223E+01  0.21028223E+01
  0.24335200E+02  0.19431222E+01  0.19431222E+01
  0.24389100E+02  0.18641809E+01  0.18641809E+01
  0.24442900E+02  0.18257916E+01  0.18257916E+01
  0.24496700E+02  0.17864265E+01  0.17864265E+01
  0.24550600E+02  0.17263241E+01  0.17263241E+01
  0.24604400E+02  0.16562285E+01  0.16562285E+01
  0.24658300E+02  0.16011007E+01  0.16011007E+01
  0.24712100E+02  0.15471024E+01  0.15471024E+01
  0.24765900E+02  0.14641450E+01  0.14641450E+01
  0.24819800E+02  0.13736253E+01  0.13736253E+01
  0.24873600E+02  0.13083233E+01  0.13083233E+01
  0.24927400E+02  0.12629933E+01  0.12629933E+01
  0.24981300E+02  0.12261075E+01  0.12261075E+01
  0.25035100E+02  0.12027502E+01  0.12027502E+01
  0.25089000E+02  0.11871627E+01  0.11871627E+01
  0.25142800E+02  0.11532764E+01  0.11532764E+01
  0.25196600E+02  0.10920545E+01  0.10920545E+01
  0.25250500E+02  0.10283287E+01  0.10283287E+01
  0.25304300E+02  0.97898357E+00  0.97898357E+00
  0.25358200E+02  0.95106116E+00  0.95106116E+00
  0.25412000E+02  0.95778398E+00  0.95778398E+00
  0.25465800E+02  0.10088068E+01  0.10088068E+01
  0.25519700E+02  0.10947592E+01  0.10947592E+01
  0.25573500E+02  0.12074120E+01  0.12074120E+01
  0.25627400E+02  0.13312620E+01  0.13312620E+01
  0.25681200E+02  0.14210919E+01  0.14210919E+01
  0.25735000E+02  0.14350488E+01  0.14350488E+01
  0.25788900E+02  0.13921745E+01  0.13921745E+01
  0.25842700E+02  0.13270516E+01  0.13270516E+01
  0.25896500E+02  0.12683163E+01  0.12683163E+01
  0.25950400E+02  0.12389943E+01  0.12389943E+01
  0.26004200E+02  0.12382136E+01  0.12382136E+01
  0.26058100E+02  0.12483317E+01  0.12483317E+01
  0.26111900E+02  0.12593171E+01  0.12593171E+01
  0.26165700E+02  0.12823433E+01  0.12823433E+01
  0.26219600E+02  0.13360634E+01  0.13360634E+01
  0.26273400E+02  0.14270011E+01  0.14270011E+01
  0.26327300E+02  0.15297502E+01  0.15297502E+01
  0.26381100E+02  0.16012589E+01  0.16012589E+01
  0.26434900E+02  0.16409135E+01  0.16409135E+01
  0.26488800E+02  0.16837078E+01  0.16837078E+01
  0.26542600E+02  0.17279382E+01  0.17279382E+01
  0.26596500E+02  0.17622779E+01  0.17622779E+01
  0.26650300E+02  0.17675590E+01  0.17675590E+01
  0.26704100E+02  0.17077115E+01  0.17077115E+01
  0.26758000E+02  0.16153042E+01  0.16153042E+01
