 #energy      xx(cm^-1)       yy(cm^-1)       zz(cm^-1)       xy(cm^-1)       yz(cm^-1)       zx(cm^-1)
  0.23990285E+03  0.62382633E+06  0.62382633E+06  0.62382633E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23708160E+03  0.63013742E+06  0.63013742E+06  0.63013742E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23432593E+03  0.64608538E+06  0.64608538E+06  0.64608538E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23162926E+03  0.65103461E+06  0.65103461E+06  0.65103461E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22899817E+03  0.61513002E+06  0.61513002E+06  0.61513002E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22642620E+03  0.56408335E+06  0.56408335E+06  0.56408335E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22391135E+03  0.53902820E+06  0.53902820E+06  0.53902820E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22144780E+03  0.54835959E+06  0.54835959E+06  0.54835959E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21904173E+03  0.58581207E+06  0.58581207E+06  0.58581207E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21668739E+03  0.63951101E+06  0.63951101E+06  0.63951101E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21438312E+03  0.69197334E+06  0.69197334E+06  0.69197334E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21212372E+03  0.71939205E+06  0.71939205E+06  0.71939205E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20991499E+03  0.71273244E+06  0.71273244E+06  0.71273244E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20775179E+03  0.69624250E+06  0.69624250E+06  0.69624250E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20563272E+03  0.68955666E+06  0.68955666E+06  0.68955666E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20355310E+03  0.69708341E+06  0.69708341E+06  0.69708341E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20151839E+03  0.72172174E+06  0.72172174E+06  0.72172174E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19952397E+03  0.75453311E+06  0.75453311E+06  0.75453311E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19756863E+03  0.78422884E+06  0.78422884E+06  0.78422884E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19564815E+03  0.81497874E+06  0.81497874E+06  0.81497874E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19376769E+03  0.84388004E+06  0.84388004E+06  0.84388004E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19192302E+03  0.84695004E+06  0.84695004E+06  0.84695004E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19011315E+03  0.82171338E+06  0.82171338E+06  0.82171338E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18833423E+03  0.80024855E+06  0.80024855E+06  0.80024855E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18659111E+03  0.80275860E+06  0.80275860E+06  0.80275860E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18487995E+03  0.83085406E+06  0.83085406E+06  0.83085406E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18319989E+03  0.86625507E+06  0.86625507E+06  0.86625507E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18154744E+03  0.87127392E+06  0.87127392E+06  0.87127392E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17992714E+03  0.84882776E+06  0.84882776E+06  0.84882776E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17833550E+03  0.83542770E+06  0.83542770E+06  0.83542770E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17677178E+03  0.84852089E+06  0.84852089E+06  0.84852089E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17523277E+03  0.88124892E+06  0.88124892E+06  0.88124892E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17372275E+03  0.92479023E+06  0.92479023E+06  0.92479023E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17223854E+03  0.95545933E+06  0.95545933E+06  0.95545933E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17077948E+03  0.96865307E+06  0.96865307E+06  0.96865307E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16934261E+03  0.97146069E+06  0.97146069E+06  0.97146069E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16793199E+03  0.96898133E+06  0.96898133E+06  0.96898133E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16654469E+03  0.96270427E+06  0.96270427E+06  0.96270427E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16518011E+03  0.94757928E+06  0.94757928E+06  0.94757928E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16383555E+03  0.91127927E+06  0.91127927E+06  0.91127927E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16251483E+03  0.87096773E+06  0.87096773E+06  0.87096773E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16121524E+03  0.87153853E+06  0.87153853E+06  0.87153853E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15993626E+03  0.92182049E+06  0.92182049E+06  0.92182049E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15867539E+03  0.98207186E+06  0.98207186E+06  0.98207186E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15743625E+03  0.10115992E+07  0.10115992E+07  0.10115992E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15621630E+03  0.10212886E+07  0.10212886E+07  0.10212886E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15501512E+03  0.10522941E+07  0.10522941E+07  0.10522941E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15383036E+03  0.10814709E+07  0.10814709E+07  0.10814709E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15266545E+03  0.10784638E+07  0.10784638E+07  0.10784638E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15151805E+03  0.10568906E+07  0.10568906E+07  0.10568906E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15038777E+03  0.10276869E+07  0.10276869E+07  0.10276869E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
