      #Energy        TDOS-UP        TDOS-DOWN
     -13.24579       0.00000       0.00000
     -13.22879       0.00000       0.00000
     -13.21179       0.00000       0.00000
     -13.19579       0.00000       0.00000
     -13.17879       0.00000       0.00000
     -13.16179       0.00000       0.00000
     -13.14479       0.00000       0.00000
     -13.12879       0.00000       0.00000
     -13.11179       0.00000       0.00000
     -13.09479       0.00000       0.00000
     -13.07779       0.00000       0.00000
     -13.06179       0.00000       0.00000
     -13.04479       0.00000       0.00000
     -13.02779       0.00000       0.00000
     -13.01079       0.00000       0.00000
     -12.99379       0.00000       0.00000
     -12.97779       0.00000       0.00000
     -12.96079       0.00000       0.00000
     -12.94379       0.00000       0.00000
     -12.92679       0.00000       0.00000
     -12.91079       0.00000       0.00000
     -12.89379       0.00000       0.00000
     -12.87679       0.00000       0.00000
     -12.85979       0.00000       0.00000
     -12.84379       0.00000       0.00000
     -12.82679       0.00000       0.00000
     -12.80979       0.00000       0.00000
     -12.79279       0.00000       0.00000
     -12.77679       0.00000       0.00000
     -12.75979       0.00000       0.00000
     -12.74279       0.00000       0.00000
     -12.72579       0.00000       0.00000
     -12.70879       0.00000       0.00000
     -12.69279       0.00000       0.00000
     -12.67579       0.00000       0.00000
     -12.65879       0.00000       0.00000
     -12.64179       0.00000       0.00000
     -12.62579       0.00000       0.00000
     -12.60879       0.00000       0.00000
     -12.59179       0.00000       0.00000
     -12.57479       0.00000       0.00000
     -12.55879       0.00000       0.00000
     -12.54179       0.00000       0.00000
     -12.52479       0.00000       0.00000
     -12.50779       0.00000       0.00000
     -12.49179       0.00000       0.00000
     -12.47479       0.00000       0.00000
     -12.45779       0.00000       0.00000
     -12.44079       0.00000       0.00000
     -12.42379       0.00000       0.00000
     -12.40779       0.00000       0.00000
     -12.39079       0.00000       0.00000
     -12.37379       0.00000       0.00000
     -12.35679       0.00000       0.00000
     -12.34079       0.00000       0.00000
     -12.32379       0.00000       0.00000
     -12.30679       0.00000       0.00000
     -12.28979       0.00000       0.00000
     -12.27379       0.00000       0.00000
     -12.25679       0.00000       0.00000
     -12.23979       0.00000       0.00000
     -12.22279       0.00000       0.00000
     -12.20679       0.00000       0.00000
     -12.18979       0.00000       0.00000
     -12.17279       0.00000       0.00000
     -12.15579       0.00000       0.00000
     -12.13879       0.00000       0.00000
     -12.12279       0.00000       0.00000
     -12.10579       0.00000       0.00000
     -12.08879       0.00000       0.00000
     -12.07179       0.00000       0.00000
     -12.05579       0.00000       0.00000
     -12.03879       0.00000       0.00000
     -12.02179       0.00000       0.00000
     -12.00479       0.00000       0.00000
     -11.98879       0.00000       0.00000
     -11.97179       0.00000       0.00000
     -11.95479       0.00000       0.00000
     -11.93779       0.00000       0.00000
     -11.92179       0.00000       0.00000
     -11.90479       0.00000       0.00000
     -11.88779       0.00000       0.00000
     -11.87079       0.00000       0.00000
     -11.85479       0.00000       0.00000
     -11.83779       0.00000       0.00000
     -11.82079       0.00000       0.00000
     -11.80379       0.00000       0.00000
     -11.78679       0.00000       0.00000
     -11.77079       0.00000       0.00000
     -11.75379       0.00000       0.00000
     -11.73679       0.00000       0.00000
     -11.71979       0.00000       0.00000
     -11.70379       0.00000       0.00000
     -11.68679       0.00000       0.00000
     -11.66979       0.00000       0.00000
     -11.65279       0.00000       0.00000
     -11.63679       0.00000       0.00000
     -11.61979       0.00000       0.00000
     -11.60279       0.00000       0.00000
     -11.58579       0.00000       0.00000
     -11.56979       0.00000       0.00000
     -11.55279       0.00000       0.00000
     -11.53579       0.00000       0.00000
