  #energy          xx             yy              zz              xy              yz              zx
  0.71984000E+01  0.24111255E+00  0.24111255E+00  0.24111255E+00             NaN             NaN             NaN
  0.72599000E+01  0.25062817E+00  0.25062817E+00  0.25062817E+00             NaN             NaN             NaN
  0.73215000E+01  0.26123000E+00  0.26123000E+00  0.26123000E+00             NaN             NaN             NaN
  0.73830000E+01  0.27204258E+00  0.27204258E+00  0.27204258E+00             NaN             NaN             NaN
  0.74445000E+01  0.28380683E+00  0.28380683E+00  0.28380683E+00             NaN             NaN             NaN
  0.75060000E+01  0.29893903E+00  0.29893903E+00  0.29893903E+00             NaN             NaN             NaN
  0.75676000E+01  0.31708565E+00  0.31708565E+00  0.31708565E+00             NaN             NaN             NaN
  0.76291000E+01  0.32040341E+00  0.32040341E+00  0.32040341E+00             NaN             NaN             NaN
  0.76906000E+01  0.30030220E+00  0.30030220E+00  0.30030220E+00             NaN             NaN             NaN
  0.77521000E+01  0.28025486E+00  0.28025486E+00  0.28025486E+00             NaN             NaN             NaN
  0.78137000E+01  0.27552051E+00  0.27552051E+00  0.27552051E+00             NaN             NaN             NaN
  0.78752000E+01  0.28364368E+00  0.28364368E+00  0.28364368E+00             NaN             NaN             NaN
  0.79367000E+01  0.29081694E+00  0.29081694E+00  0.29081694E+00             NaN             NaN             NaN
  0.79982000E+01  0.29104105E+00  0.29104105E+00  0.29104105E+00             NaN             NaN             NaN
  0.80598000E+01  0.29984225E+00  0.29984225E+00  0.29984225E+00             NaN             NaN             NaN
  0.81213000E+01  0.32044497E+00  0.32044497E+00  0.32044497E+00             NaN             NaN             NaN
  0.81828000E+01  0.34553428E+00  0.34553428E+00  0.34553428E+00             NaN             NaN             NaN
  0.82443000E+01  0.37395456E+00  0.37395456E+00  0.37395456E+00             NaN             NaN             NaN
  0.83059000E+01  0.40704014E+00  0.40704014E+00  0.40704014E+00             NaN             NaN             NaN
  0.83674000E+01  0.44204321E+00  0.44204321E+00  0.44204321E+00             NaN             NaN             NaN
  0.84289000E+01  0.47600835E+00  0.47600835E+00  0.47600835E+00             NaN             NaN             NaN
  0.84904000E+01  0.50459826E+00  0.50459826E+00  0.50459826E+00             NaN             NaN             NaN
  0.85520000E+01  0.51570603E+00  0.51570603E+00  0.51570603E+00             NaN             NaN             NaN
  0.86135000E+01  0.51608322E+00  0.51608322E+00  0.51608322E+00             NaN             NaN             NaN
  0.86750000E+01  0.53079519E+00  0.53079519E+00  0.53079519E+00             NaN             NaN             NaN
  0.87365000E+01  0.55251839E+00  0.55251839E+00  0.55251839E+00             NaN             NaN             NaN
  0.87981000E+01  0.56696797E+00  0.56696797E+00  0.56696797E+00             NaN             NaN             NaN
  0.88596000E+01  0.57121514E+00  0.57121514E+00  0.57121514E+00             NaN             NaN             NaN
  0.89211000E+01  0.55677359E+00  0.55677359E+00  0.55677359E+00             NaN             NaN             NaN
  0.89826000E+01  0.53334946E+00  0.53334946E+00  0.53334946E+00             NaN             NaN             NaN
  0.90442000E+01  0.50943337E+00  0.50943337E+00  0.50943337E+00             NaN             NaN             NaN
  0.91057000E+01  0.47564331E+00  0.47564331E+00  0.47564331E+00             NaN             NaN             NaN
  0.91672000E+01  0.44368530E+00  0.44368530E+00  0.44368530E+00             NaN             NaN             NaN
  0.92287000E+01  0.42707815E+00  0.42707815E+00  0.42707815E+00             NaN             NaN             NaN
  0.92903000E+01  0.41833422E+00  0.41833422E+00  0.41833422E+00             NaN             NaN             NaN
  0.93518000E+01  0.40701017E+00  0.40701017E+00  0.40701017E+00             NaN             NaN             NaN
  0.94133000E+01  0.40060064E+00  0.40060064E+00  0.40060064E+00             NaN             NaN             NaN
  0.94748000E+01  0.40562849E+00  0.40562849E+00  0.40562849E+00             NaN             NaN             NaN
  0.95364000E+01  0.41721081E+00  0.41721081E+00  0.41721081E+00             NaN             NaN             NaN
  0.95979000E+01  0.42702039E+00  0.42702039E+00  0.42702039E+00             NaN             NaN             NaN
  0.96594000E+01  0.43508233E+00  0.43508233E+00  0.43508233E+00             NaN             NaN             NaN
  0.97209000E+01  0.43982996E+00  0.43982996E+00  0.43982996E+00             NaN             NaN             NaN
  0.97825000E+01  0.43951590E+00  0.43951590E+00  0.43951590E+00             NaN             NaN             NaN
  0.98440000E+01  0.43633264E+00  0.43633264E+00  0.43633264E+00             NaN             NaN             NaN
  0.99055000E+01  0.42665754E+00  0.42665754E+00  0.42665754E+00             NaN             NaN             NaN
  0.99670000E+01  0.41679675E+00  0.41679675E+00  0.41679675E+00             NaN             NaN             NaN
  0.10028600E+02  0.41612284E+00  0.41612284E+00  0.41612284E+00             NaN             NaN             NaN
  0.10090100E+02  0.42447164E+00  0.42447164E+00  0.42447164E+00             NaN             NaN             NaN
  0.10151600E+02  0.43569310E+00  0.43569310E+00  0.43569310E+00             NaN             NaN             NaN
  0.10213100E+02  0.44917725E+00  0.44917725E+00  0.44917725E+00             NaN             NaN             NaN
  0.10274700E+02  0.46621771E+00  0.46621771E+00  0.46621771E+00             NaN             NaN             NaN
  0.10336200E+02  0.47508082E+00  0.47508082E+00  0.47508082E+00             NaN             NaN             NaN
  0.10397700E+02  0.46993188E+00  0.46993188E+00  0.46993188E+00             NaN             NaN             NaN
  0.10459200E+02  0.45782506E+00  0.45782506E+00  0.45782506E+00             NaN             NaN             NaN
  0.10520800E+02  0.44447343E+00  0.44447343E+00  0.44447343E+00             NaN             NaN             NaN
  0.10582300E+02  0.43767140E+00  0.43767140E+00  0.43767140E+00             NaN             NaN             NaN
  0.10643800E+02  0.43863280E+00  0.43863280E+00  0.43863280E+00             NaN             NaN             NaN
  0.10705300E+02  0.44514113E+00  0.44514113E+00  0.44514113E+00             NaN             NaN             NaN
  0.10766900E+02  0.45152347E+00  0.45152347E+00  0.45152347E+00             NaN             NaN             NaN
  0.10828400E+02  0.44464508E+00  0.44464508E+00  0.44464508E+00             NaN             NaN             NaN
  0.10889900E+02  0.42509202E+00  0.42509202E+00  0.42509202E+00             NaN             NaN             NaN
  0.10951400E+02  0.40021778E+00  0.40021778E+00  0.40021778E+00             NaN             NaN             NaN
  0.11013000E+02  0.37286347E+00  0.37286347E+00  0.37286347E+00             NaN             NaN             NaN
  0.11074500E+02  0.34568132E+00  0.34568132E+00  0.34568132E+00             NaN             NaN             NaN
  0.11136000E+02  0.32648550E+00  0.32648550E+00  0.32648550E+00             NaN             NaN             NaN
  0.11197500E+02  0.31798111E+00  0.31798111E+00  0.31798111E+00             NaN             NaN             NaN
  0.11259100E+02  0.31748219E+00  0.31748219E+00  0.31748219E+00             NaN             NaN             NaN
  0.11320600E+02  0.33073573E+00  0.33073573E+00  0.33073573E+00             NaN             NaN             NaN
  0.11382100E+02  0.36301879E+00  0.36301879E+00  0.36301879E+00             NaN             NaN             NaN
  0.11443600E+02  0.40230240E+00  0.40230240E+00  0.40230240E+00             NaN             NaN             NaN
  0.11505200E+02  0.43024233E+00  0.43024233E+00  0.43024233E+00             NaN             NaN             NaN
  0.11566700E+02  0.45776921E+00  0.45776921E+00  0.45776921E+00             NaN             NaN             NaN
  0.11628200E+02  0.49341272E+00  0.49341272E+00  0.49341272E+00             NaN             NaN             NaN
  0.11689700E+02  0.51359151E+00  0.51359151E+00  0.51359151E+00             NaN             NaN             NaN
  0.11751300E+02  0.50044874E+00  0.50044874E+00  0.50044874E+00             NaN             NaN             NaN
  0.11812800E+02  0.47239234E+00  0.47239234E+00  0.47239234E+00             NaN             NaN             NaN
  0.11874300E+02  0.43941124E+00  0.43941124E+00  0.43941124E+00             NaN             NaN             NaN
  0.11935800E+02  0.40645404E+00  0.40645404E+00  0.40645404E+00             NaN             NaN             NaN
  0.11997400E+02  0.37860844E+00  0.37860844E+00  0.37860844E+00             NaN             NaN             NaN
  0.12058900E+02  0.35228785E+00  0.35228785E+00  0.35228785E+00             NaN             NaN             NaN
  0.12120400E+02  0.33093915E+00  0.33093915E+00  0.33093915E+00             NaN             NaN             NaN
  0.12181900E+02  0.32003415E+00  0.32003415E+00  0.32003415E+00             NaN             NaN             NaN
  0.12243500E+02  0.32076589E+00  0.32076589E+00  0.32076589E+00             NaN             NaN             NaN
  0.12305000E+02  0.32602493E+00  0.32602493E+00  0.32602493E+00             NaN             NaN             NaN
  0.12366500E+02  0.32697862E+00  0.32697862E+00  0.32697862E+00             NaN             NaN             NaN
  0.12428000E+02  0.32677161E+00  0.32677161E+00  0.32677161E+00             NaN             NaN             NaN
  0.12489600E+02  0.32800909E+00  0.32800909E+00  0.32800909E+00             NaN             NaN             NaN
  0.12551100E+02  0.32285073E+00  0.32285073E+00  0.32285073E+00             NaN             NaN             NaN
  0.12612600E+02  0.30934114E+00  0.30934114E+00  0.30934114E+00             NaN             NaN             NaN
  0.12674100E+02  0.30005440E+00  0.30005440E+00  0.30005440E+00             NaN             NaN             NaN
  0.12735700E+02  0.29696327E+00  0.29696327E+00  0.29696327E+00             NaN             NaN             NaN
  0.12797200E+02  0.28419380E+00  0.28419380E+00  0.28419380E+00             NaN             NaN             NaN
  0.12858700E+02  0.25381188E+00  0.25381188E+00  0.25381188E+00             NaN             NaN             NaN
  0.12920200E+02  0.22306016E+00  0.22306016E+00  0.22306016E+00             NaN             NaN             NaN
  0.12981800E+02  0.20929034E+00  0.20929034E+00  0.20929034E+00             NaN             NaN             NaN
  0.13043300E+02  0.21340508E+00  0.21340508E+00  0.21340508E+00             NaN             NaN             NaN
  0.13104800E+02  0.22613039E+00  0.22613039E+00  0.22613039E+00             NaN             NaN             NaN
  0.13166300E+02  0.23810949E+00  0.23810949E+00  0.23810949E+00             NaN             NaN             NaN
  0.13227900E+02  0.24834935E+00  0.24834935E+00  0.24834935E+00             NaN             NaN             NaN
  0.13289400E+02  0.26280671E+00  0.26280671E+00  0.26280671E+00             NaN             NaN             NaN
  0.13350900E+02  0.28371751E+00  0.28371751E+00  0.28371751E+00             NaN             NaN             NaN
  0.13412400E+02  0.30316196E+00  0.30316196E+00  0.30316196E+00             NaN             NaN             NaN
  0.13474000E+02  0.31253168E+00  0.31253168E+00  0.31253168E+00             NaN             NaN             NaN
  0.13535500E+02  0.31927259E+00  0.31927259E+00  0.31927259E+00             NaN             NaN             NaN
  0.13597000E+02  0.32494563E+00  0.32494563E+00  0.32494563E+00             NaN             NaN             NaN
  0.13658500E+02  0.32585663E+00  0.32585663E+00  0.32585663E+00             NaN             NaN             NaN
  0.13720100E+02  0.32417212E+00  0.32417212E+00  0.32417212E+00             NaN             NaN             NaN
  0.13781600E+02  0.32198603E+00  0.32198603E+00  0.32198603E+00             NaN             NaN             NaN
  0.13843100E+02  0.32971225E+00  0.32971225E+00  0.32971225E+00             NaN             NaN             NaN
  0.13904600E+02  0.35092042E+00  0.35092042E+00  0.35092042E+00             NaN             NaN             NaN
  0.13966200E+02  0.38110754E+00  0.38110754E+00  0.38110754E+00             NaN             NaN             NaN
  0.14027700E+02  0.41695263E+00  0.41695263E+00  0.41695263E+00             NaN             NaN             NaN
  0.14089200E+02  0.45341101E+00  0.45341101E+00  0.45341101E+00             NaN             NaN             NaN
  0.14150700E+02  0.48295993E+00  0.48295993E+00  0.48295993E+00             NaN             NaN             NaN
  0.14212300E+02  0.49700978E+00  0.49700978E+00  0.49700978E+00             NaN             NaN             NaN
  0.14273800E+02  0.49957967E+00  0.49957967E+00  0.49957967E+00             NaN             NaN             NaN
  0.14335300E+02  0.50221181E+00  0.50221181E+00  0.50221181E+00             NaN             NaN             NaN
  0.14396800E+02  0.51255162E+00  0.51255162E+00  0.51255162E+00             NaN             NaN             NaN
  0.14458400E+02  0.52903164E+00  0.52903164E+00  0.52903164E+00             NaN             NaN             NaN
  0.14519900E+02  0.54402927E+00  0.54402927E+00  0.54402927E+00             NaN             NaN             NaN
  0.14581400E+02  0.55282537E+00  0.55282537E+00  0.55282537E+00             NaN             NaN             NaN
  0.14642900E+02  0.55156635E+00  0.55156635E+00  0.55156635E+00             NaN             NaN             NaN
  0.14704500E+02  0.54409155E+00  0.54409155E+00  0.54409155E+00             NaN             NaN             NaN
  0.14766000E+02  0.54354332E+00  0.54354332E+00  0.54354332E+00             NaN             NaN             NaN
  0.14827500E+02  0.54828337E+00  0.54828337E+00  0.54828337E+00             NaN             NaN             NaN
  0.14889000E+02  0.55247466E+00  0.55247466E+00  0.55247466E+00             NaN             NaN             NaN
  0.14950600E+02  0.55443718E+00  0.55443718E+00  0.55443718E+00             NaN             NaN             NaN
  0.15012100E+02  0.55240322E+00  0.55240322E+00  0.55240322E+00             NaN             NaN             NaN
  0.15073600E+02  0.54925202E+00  0.54925202E+00  0.54925202E+00             NaN             NaN             NaN
  0.15135100E+02  0.54853826E+00  0.54853826E+00  0.54853826E+00             NaN             NaN             NaN
  0.15196700E+02  0.54683009E+00  0.54683009E+00  0.54683009E+00             NaN             NaN             NaN
  0.15258200E+02  0.53670332E+00  0.53670332E+00  0.53670332E+00             NaN             NaN             NaN
  0.15319700E+02  0.52527728E+00  0.52527728E+00  0.52527728E+00             NaN             NaN             NaN
  0.15381200E+02  0.51224359E+00  0.51224359E+00  0.51224359E+00             NaN             NaN             NaN
  0.15442800E+02  0.49327261E+00  0.49327261E+00  0.49327261E+00             NaN             NaN             NaN
  0.15504300E+02  0.47606630E+00  0.47606630E+00  0.47606630E+00             NaN             NaN             NaN
  0.15565800E+02  0.45841413E+00  0.45841413E+00  0.45841413E+00             NaN             NaN             NaN
  0.15627300E+02  0.44481168E+00  0.44481168E+00  0.44481168E+00             NaN             NaN             NaN
  0.15688900E+02  0.44537510E+00  0.44537510E+00  0.44537510E+00             NaN             NaN             NaN
  0.15750400E+02  0.45938623E+00  0.45938623E+00  0.45938623E+00             NaN             NaN             NaN
  0.15811900E+02  0.47980554E+00  0.47980554E+00  0.47980554E+00             NaN             NaN             NaN
  0.15873400E+02  0.51749509E+00  0.51749509E+00  0.51749509E+00             NaN             NaN             NaN
  0.15935000E+02  0.58137348E+00  0.58137348E+00  0.58137348E+00             NaN             NaN             NaN
  0.15996500E+02  0.64876623E+00  0.64876623E+00  0.64876623E+00             NaN             NaN             NaN
  0.16058000E+02  0.69769436E+00  0.69769436E+00  0.69769436E+00             NaN             NaN             NaN
  0.16119500E+02  0.73056335E+00  0.73056335E+00  0.73056335E+00             NaN             NaN             NaN
  0.16181100E+02  0.74368338E+00  0.74368338E+00  0.74368338E+00             NaN             NaN             NaN
  0.16242600E+02  0.72601606E+00  0.72601606E+00  0.72601606E+00             NaN             NaN             NaN
  0.16304100E+02  0.70279123E+00  0.70279123E+00  0.70279123E+00             NaN             NaN             NaN
  0.16365600E+02  0.70601257E+00  0.70601257E+00  0.70601257E+00             NaN             NaN             NaN
  0.16427200E+02  0.73682836E+00  0.73682836E+00  0.73682836E+00             NaN             NaN             NaN
  0.16488700E+02  0.75796798E+00  0.75796798E+00  0.75796798E+00             NaN             NaN             NaN
  0.16550200E+02  0.73801715E+00  0.73801715E+00  0.73801715E+00             NaN             NaN             NaN
  0.16611700E+02  0.69493349E+00  0.69493349E+00  0.69493349E+00             NaN             NaN             NaN
  0.16673300E+02  0.64679267E+00  0.64679267E+00  0.64679267E+00             NaN             NaN             NaN
  0.16734800E+02  0.59583964E+00  0.59583964E+00  0.59583964E+00             NaN             NaN             NaN
  0.16796300E+02  0.54993392E+00  0.54993392E+00  0.54993392E+00             NaN             NaN             NaN
  0.16857800E+02  0.51348743E+00  0.51348743E+00  0.51348743E+00             NaN             NaN             NaN
  0.16919400E+02  0.49934578E+00  0.49934578E+00  0.49934578E+00             NaN             NaN             NaN
  0.16980900E+02  0.50899851E+00  0.50899851E+00  0.50899851E+00             NaN             NaN             NaN
  0.17042400E+02  0.52122261E+00  0.52122261E+00  0.52122261E+00             NaN             NaN             NaN
  0.17103900E+02  0.51414619E+00  0.51414619E+00  0.51414619E+00             NaN             NaN             NaN
  0.17165500E+02  0.48423268E+00  0.48423268E+00  0.48423268E+00             NaN             NaN             NaN
  0.17227000E+02  0.44259662E+00  0.44259662E+00  0.44259662E+00             NaN             NaN             NaN
  0.17288500E+02  0.40311873E+00  0.40311873E+00  0.40311873E+00             NaN             NaN             NaN
  0.17350000E+02  0.37285175E+00  0.37285175E+00  0.37285175E+00             NaN             NaN             NaN
  0.17411600E+02  0.34919964E+00  0.34919964E+00  0.34919964E+00             NaN             NaN             NaN
