     #Energy   up_In_all   dw_In_all   up_Co_all   dw_Co_all    up_O_all    dw_O_all
   -15.17749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.15849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.13849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.11949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.09949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.08049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.06049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.04149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.02249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.00249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.98349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.96349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.94449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.92449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.90549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.88549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.86649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.84649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.82749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.80749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.78849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.76849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.74949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.73049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.71049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.69149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.67149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.65249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.63249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.61349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.59349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.57449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.55449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.53549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.51549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.49649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.47749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.45749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.43849     1.00875    -2.69080     0.00017    -0.00072     0.00551    -0.01509
   -14.41849     2.90440    -4.76406     0.00102    -0.00228     0.01693    -0.02844
   -14.39949     5.66637   -12.86534     0.00309    -0.00885     0.03453    -0.07911
   -14.37949    18.48290   -13.27515     0.01472    -0.01050     0.11527    -0.07870
   -14.36049    14.73449   -19.72140     0.01724    -0.02790     0.09655    -0.13711
   -14.34049    19.40840   -22.39697     0.02957    -0.03119     0.13880    -0.15540
   -14.32149    28.75133   -24.08126     0.04038    -0.03032     0.19408    -0.15934
   -14.30149    24.96445   -28.00742     0.03276    -0.03724     0.16587    -0.20148
   -14.28249    23.10586   -14.95119     0.03276    -0.02438     0.17178    -0.14801
   -14.26249    22.53718   -16.32923     0.03667    -0.02443     0.20170    -0.15399
   -14.24349    12.70995   -10.33257     0.02466    -0.02970     0.15129    -0.20219
   -14.22349    10.12749    -9.44415     0.03185    -0.03129     0.20222    -0.21880
   -14.20449    13.05322   -17.66299     0.04278    -0.04709     0.28398    -0.35776
   -14.18549    21.94765   -23.70778     0.04315    -0.04705     0.33067    -0.40138
   -14.16549    25.37691   -21.40749     0.05142    -0.04806     0.42513    -0.43559
   -14.14649    16.19813    -7.56049     0.04081    -0.02631     0.34645    -0.22830
   -14.12649     6.18486    -5.06130     0.02508    -0.02209     0.20236    -0.19231
   -14.10749     4.73400    -3.79159     0.02180    -0.01870     0.18217    -0.16569
   -14.08749     3.55992    -3.34550     0.01856    -0.01767     0.15301    -0.15551
   -14.06849     3.36879    -3.15170     0.01885    -0.01738     0.15466    -0.15621
   -14.04849     3.29190    -2.40962     0.01893    -0.01278     0.16065    -0.12666
   -14.02949     1.61901    -1.14903     0.00787    -0.00524     0.08371    -0.06371
   -14.00949     0.81753    -0.31492     0.00311    -0.00129     0.04515    -0.01818
   -13.99049     0.03507     0.00000     0.00012     0.00000     0.00197     0.00000
   -13.97049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.95149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.93149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.91249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.89349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.87349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.85449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.83449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.81549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.79549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.77649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.75649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.73749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.71749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.69849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.67849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.65949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.64049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.62049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.60149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.58149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.56249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.54249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.52349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.50349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.48449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.46449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.44549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.42549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.40649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.38649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.36749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.34849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.32849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.30949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.28949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.27049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.25049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.23149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.21149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.19249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.17249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.15349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.13349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.11449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.09449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.07549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.05649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.03649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.01749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.99749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.97849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.95849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.93949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.91949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.90049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.88049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.86149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.84149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.82249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.80249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.78349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.76449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.74449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.72549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.70549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.68649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.66649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.64749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.62749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.60849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.58849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.56949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.54949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.53049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.51149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.49149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.47249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.45249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.43349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.41349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.39449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.37449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.35549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.33549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.31649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.29649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.27749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.25749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.23849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.21949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.19949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.18049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.16049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.14149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.12149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.10249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.08249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.06349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.04349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.02449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.00449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.98549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.96549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.94649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.92749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.90749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.88849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.86849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.84949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.82949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.81049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.79049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.77149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.75149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.73249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.71249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.69349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.67449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.65449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.63549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.61549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.59649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.57649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.55749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.53749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.51849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.49849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.47949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.45949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.44049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.42049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.40149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.38249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.36249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.34349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.32349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.30449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.28449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.26549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.24549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.22649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.20649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.18749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.16749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.14849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.12849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.10949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.09049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.07049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.05149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.03149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.01249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.99249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.97349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.95349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.93449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.91449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.89549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.87549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.85649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.83649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.81749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.79849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.77849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.75949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.73949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.72049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.70049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.68149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.66149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.64249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.62249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.60349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.58349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.56449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.54549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.52549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.50649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.48649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.46749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.44749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.42849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.40849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.38949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.36949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.35049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.33049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.31149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.29149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.27249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.25349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.23349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.21449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.19449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.17549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.15549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.13649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.11649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.09749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.07749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.05849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.03849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.01949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.99949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.98049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.96149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.94149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.92249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.90249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.88349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.86349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.84449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.82449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.80549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.78549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.76649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.74649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.72749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.70849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.68849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.66949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.64949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.63049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.61049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.59149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.57149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.55249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.53249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.51349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.49349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.47449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.45449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.43549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.41649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.39649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.37749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.35749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.33849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.31849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.29949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.27949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.26049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.24049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.22149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.20149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.18249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.16249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.14349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.12449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.10449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.08549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.06549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.04649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.02649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.00749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.98749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.96849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.94849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.92949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.90949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.89049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.87049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.85149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.83249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.81249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.79349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.77349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.75449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.73449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.71549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.69549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.67649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.65649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.63749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.61749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.59849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.57949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.55949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.54049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.52049     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.50149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.48149     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.46249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.44249     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.42349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.40349     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.38449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.36449     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.34549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.32549     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.30649     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.28749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.26749     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.24849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.22849     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.20949     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.18949     0.00002     0.00000     0.01385     0.00000     0.02074     0.00000
    -8.17049     0.00002     0.00000     0.00977     0.00000     0.01469     0.00000
    -8.15049     0.00004     0.00000     0.01240     0.00000     0.01867     0.00000
    -8.13149     0.00005    -0.00001     0.01527    -0.01335     0.02302    -0.02029
    -8.11149     0.03793    -0.00002     0.04695    -0.00917     0.08445    -0.01401
    -8.09249     0.03649    -0.00003     0.04965    -0.01162     0.08832    -0.01781
    -8.07249     0.04246    -0.00004     0.05598    -0.01431     0.10034    -0.02196
    -8.05349     0.05168    -0.00005     0.06595    -0.01722     0.11914    -0.02647
    -8.03349     0.06161    -0.00007     0.07669    -0.02036     0.13925    -0.03134
    -8.01449     0.06783    -0.00011     0.08516    -0.02147     0.15482    -0.03324
    -7.99549     0.07347    -0.00016     0.09324    -0.02348     0.16954    -0.03642
    -7.97549     0.07636    -0.03872     0.10011    -0.04855     0.18154    -0.09436
    -7.95649     0.08009    -0.03660     0.10766    -0.04955     0.19476    -0.09530
    -7.93649     0.08528    -0.04344     0.11703    -0.05594     0.21124    -0.10906
    -7.91749     0.09162    -0.05287     0.12794    -0.06398     0.23051    -0.12673
