  #energy          xx             yy              zz              xy              yz              zx
  0.48308000E+01  0.11694397E+00  0.15218142E+00  0.45771200E+00  0.10002521E+00             NaN             NaN
  0.49141000E+01  0.10922398E+00  0.14457847E+00  0.48013526E+00 -0.78928641E+00             NaN             NaN
  0.49974000E+01  0.10600712E+00  0.14541807E+00  0.51801790E+00 -0.14335370E+01             NaN             NaN
  0.50807000E+01  0.10989146E+00  0.15631187E+00  0.57230878E+00 -0.20141605E+01             NaN             NaN
  0.51640000E+01  0.12121404E+00  0.17736400E+00  0.64713698E+00 -0.25343579E+01             NaN             NaN
  0.52473000E+01  0.13804716E+00  0.20659246E+00  0.75088219E+00 -0.29348973E+01             NaN             NaN
  0.53306000E+01  0.15689454E+00  0.24212846E+00  0.89198183E+00 -0.31892481E+01             NaN             NaN
  0.54138000E+01  0.17286125E+00  0.28344611E+00  0.10617999E+01 -0.32952872E+01             NaN             NaN
  0.54971000E+01  0.18053373E+00  0.33052540E+00  0.12008842E+01 -0.32528671E+01             NaN             NaN
  0.55804000E+01  0.17884419E+00  0.38238335E+00  0.11961369E+01 -0.30666438E+01             NaN             NaN
  0.56637000E+01  0.17485969E+00  0.43724501E+00  0.10179038E+01 -0.27429301E+01             NaN             NaN
  0.57470000E+01  0.17641913E+00  0.49605073E+00  0.80144441E+00 -0.22939995E+01             NaN             NaN
  0.58303000E+01  0.18562593E+00  0.56398312E+00  0.65443582E+00 -0.17151795E+01             NaN             NaN
  0.59136000E+01  0.20152719E+00  0.64638466E+00  0.58144477E+00 -0.98758991E+00             NaN             NaN
  0.59969000E+01  0.22384054E+00  0.74368375E+00  0.55519735E+00 -0.89515778E-01             NaN             NaN
  0.60802000E+01  0.25450818E+00  0.85448149E+00  0.55213067E+00  0.10011359E+01             NaN             NaN
  0.61635000E+01  0.29841688E+00  0.97944163E+00  0.55292161E+00  0.22710627E+01             NaN             NaN
  0.62467000E+01  0.36398372E+00  0.11102767E+01  0.54058798E+00  0.36157616E+01             NaN             NaN
  0.63300000E+01  0.46090310E+00  0.12168946E+01  0.50601714E+00  0.49145965E+01             NaN             NaN
  0.64133000E+01  0.59378397E+00  0.12743481E+01  0.45765056E+00  0.63209320E+01             NaN             NaN
  0.64966000E+01  0.75904539E+00  0.12865917E+01  0.41496998E+00  0.81416836E+01             NaN             NaN
  0.65799000E+01  0.93910960E+00  0.12552838E+01  0.39227579E+00  0.10506520E+02             NaN             NaN
  0.66632000E+01  0.10862333E+01  0.11747593E+01  0.39308857E+00  0.13240818E+02             NaN             NaN
  0.67465000E+01  0.11565402E+01  0.10640694E+01  0.41500483E+00  0.15769736E+02             NaN             NaN
  0.68298000E+01  0.11563917E+01  0.95341996E+00  0.45266175E+00  0.17695765E+02             NaN             NaN
  0.69131000E+01  0.11039607E+01  0.84879094E+00  0.49826089E+00  0.19121309E+02             NaN             NaN
  0.69964000E+01  0.10139863E+01  0.74208599E+00  0.53997208E+00  0.20193091E+02             NaN             NaN
  0.70796000E+01  0.91222414E+00  0.63525794E+00  0.56441102E+00  0.20837924E+02             NaN             NaN
  0.71629000E+01  0.81502741E+00  0.54026550E+00  0.56485167E+00  0.20726241E+02             NaN             NaN
  0.72462000E+01  0.72781804E+00  0.46538069E+00  0.54570934E+00  0.18888119E+02             NaN             NaN
  0.73295000E+01  0.66011406E+00  0.40834543E+00  0.51562976E+00  0.14476422E+02             NaN             NaN
  0.74128000E+01  0.61753476E+00  0.36126135E+00  0.48033430E+00  0.90040770E+01             NaN             NaN
  0.74961000E+01  0.59228824E+00  0.32072366E+00  0.44141137E+00  0.39966251E+01             NaN             NaN
  0.75794000E+01  0.56977133E+00  0.28872226E+00  0.39846019E+00  0.22039539E+00             NaN             NaN
  0.76627000E+01  0.53450267E+00  0.26677484E+00  0.35361351E+00 -0.26628154E+01             NaN             NaN
  0.77460000E+01  0.47333844E+00  0.25239917E+00  0.31157579E+00 -0.49384471E+01             NaN             NaN
  0.78293000E+01  0.38970724E+00  0.24317636E+00  0.27631650E+00 -0.69013500E+01             NaN             NaN
  0.79125000E+01  0.30944189E+00  0.23894640E+00  0.24821903E+00 -0.85139195E+01             NaN             NaN
  0.79958000E+01  0.25367164E+00  0.23876906E+00  0.22623412E+00 -0.98599764E+01             NaN             NaN
  0.80791000E+01  0.22212216E+00  0.23923063E+00  0.20969300E+00 -0.11034518E+02             NaN             NaN
  0.81624000E+01  0.20540931E+00  0.23609989E+00  0.19806261E+00 -0.12084037E+02             NaN             NaN
  0.82457000E+01  0.19518639E+00  0.22784041E+00  0.19011790E+00 -0.12989912E+02             NaN             NaN
  0.83290000E+01  0.18625697E+00  0.21682306E+00  0.18415676E+00 -0.13512511E+02             NaN             NaN
  0.84123000E+01  0.17696085E+00  0.20784662E+00  0.17778710E+00 -0.13247996E+02             NaN             NaN
  0.84956000E+01  0.16988820E+00  0.20596661E+00  0.16947139E+00 -0.12169263E+02             NaN             NaN
  0.85789000E+01  0.16972978E+00  0.21466290E+00  0.15894214E+00 -0.10779359E+02             NaN             NaN
  0.86622000E+01  0.17905065E+00  0.23401068E+00  0.14771595E+00 -0.95392855E+01             NaN             NaN
  0.87454000E+01  0.19707920E+00  0.25982653E+00  0.13759180E+00 -0.85447069E+01             NaN             NaN
  0.88287000E+01  0.22161001E+00  0.28421505E+00  0.12991583E+00 -0.77256897E+01             NaN             NaN
  0.89120000E+01  0.25116357E+00  0.29800259E+00  0.12486856E+00 -0.70093345E+01             NaN             NaN
  0.89953000E+01  0.28655699E+00  0.29850074E+00  0.12224855E+00 -0.63506051E+01             NaN             NaN
  0.90786000E+01  0.33155984E+00  0.29539156E+00  0.12171134E+00 -0.57142205E+01             NaN             NaN
  0.91619000E+01  0.39267610E+00  0.30274670E+00  0.12264981E+00 -0.50334057E+01             NaN             NaN
  0.92452000E+01  0.47627591E+00  0.32733468E+00  0.12426492E+00 -0.42530781E+01             NaN             NaN
  0.93285000E+01  0.57955482E+00  0.36850383E+00  0.12628506E+00 -0.34482759E+01             NaN             NaN
  0.94118000E+01  0.69048665E+00  0.42270176E+00  0.13007108E+00 -0.32340585E+01             NaN             NaN
  0.94951000E+01  0.80858590E+00  0.48459220E+00  0.13878800E+00 -0.51308363E+01             NaN             NaN
  0.95783000E+01  0.94996239E+00  0.54474744E+00  0.15652497E+00 -0.10633890E+02             NaN             NaN
  0.96616000E+01  0.11318846E+01  0.58901971E+00  0.18569460E+00 -0.14529581E+02             NaN             NaN
  0.97449000E+01  0.13636581E+01  0.60624179E+00  0.22654231E+00 -0.13654286E+02             NaN             NaN
  0.98282000E+01  0.16408991E+01  0.59901170E+00  0.27919439E+00 -0.11168113E+02             NaN             NaN
  0.99115000E+01  0.19286368E+01  0.58082959E+00  0.34654555E+00 -0.87808603E+01             NaN             NaN
  0.99948000E+01  0.21325638E+01  0.56352111E+00  0.43545747E+00 -0.68351831E+01             NaN             NaN
  0.10078100E+02  0.21177019E+01  0.55338742E+00  0.55428398E+00 -0.54161463E+01             NaN             NaN
  0.10161400E+02  0.18649043E+01  0.55416119E+00  0.70027229E+00 -0.43523347E+01             NaN             NaN
  0.10244700E+02  0.15268913E+01  0.56901007E+00  0.83450222E+00 -0.32579186E+01             NaN             NaN
  0.10328000E+02  0.12436436E+01  0.59744089E+00  0.89118505E+00 -0.15702918E+01             NaN             NaN
  0.10411200E+02  0.10467233E+01  0.63279020E+00  0.85423499E+00  0.94339623E+00             NaN             NaN
  0.10494500E+02  0.91277179E+00  0.66060358E+00  0.77376950E+00  0.44454708E+01             NaN             NaN
  0.10577800E+02  0.81537575E+00  0.66593629E+00  0.69888317E+00  0.94404251E+01             NaN             NaN
  0.10661100E+02  0.74113573E+00  0.65257946E+00  0.64973894E+00  0.17139681E+02             NaN             NaN
  0.10744400E+02  0.68806237E+00  0.64463068E+00  0.62888640E+00  0.26156683E+02             NaN             NaN
  0.10827700E+02  0.65636358E+00  0.65967265E+00  0.63147300E+00 -0.28538072E+02             NaN             NaN
  0.10911000E+02  0.64488456E+00  0.69725563E+00  0.64745073E+00 -0.62889518E+02             NaN             NaN
  0.10994300E+02  0.65106106E+00  0.74434904E+00  0.66274444E+00 -0.42872209E+02             NaN             NaN
  0.11077600E+02  0.67282073E+00  0.78186079E+00  0.66322309E+00 -0.32020535E+02             NaN             NaN
  0.11160900E+02  0.70799696E+00  0.79938131E+00  0.64517809E+00 -0.25287356E+02             NaN             NaN
  0.11244100E+02  0.75450096E+00  0.80799238E+00  0.61984221E+00 -0.20233157E+02             NaN             NaN
  0.11327400E+02  0.80861190E+00  0.82379864E+00  0.60256875E+00 -0.16203234E+02             NaN             NaN
  0.11410700E+02  0.86340117E+00  0.84766111E+00  0.59809300E+00 -0.12899815E+02             NaN             NaN
  0.11494000E+02  0.90878903E+00  0.86556788E+00  0.59811692E+00 -0.10256721E+02             NaN             NaN
  0.11577300E+02  0.93491527E+00  0.85797309E+00  0.58699306E+00 -0.81724610E+01             NaN             NaN
  0.11660600E+02  0.93855910E+00  0.81669398E+00  0.55310259E+00 -0.63952792E+01             NaN             NaN
  0.11743900E+02  0.92674668E+00  0.75543558E+00  0.50100382E+00 -0.46904534E+01             NaN             NaN
  0.11827200E+02  0.91120317E+00  0.69745034E+00  0.44903173E+00 -0.28848703E+01             NaN             NaN
  0.11910500E+02  0.89999975E+00  0.65277445E+00  0.41370320E+00 -0.90110385E+00             NaN             NaN
  0.11993800E+02  0.89509326E+00  0.61660126E+00  0.40200419E+00  0.12453277E+01             NaN             NaN
  0.12077000E+02  0.89338421E+00  0.57883320E+00  0.41313710E+00  0.35166364E+01             NaN             NaN
  0.12160300E+02  0.88878732E+00  0.53478326E+00  0.44325157E+00  0.59364734E+01             NaN             NaN
  0.12243600E+02  0.87689671E+00  0.48792304E+00  0.48694843E+00  0.85334724E+01             NaN             NaN
  0.12326900E+02  0.85661251E+00  0.44580769E+00  0.53743526E+00  0.11394380E+02             NaN             NaN
  0.12410200E+02  0.82625148E+00  0.41268725E+00  0.58435173E+00  0.14460041E+02             NaN             NaN
  0.12493500E+02  0.78470440E+00  0.38615749E+00  0.61487985E+00  0.17735524E+02             NaN             NaN
  0.12576800E+02  0.73558438E+00  0.36147025E+00  0.62159924E+00  0.21342819E+02             NaN             NaN
  0.12660100E+02  0.68144473E+00  0.33759697E+00  0.60820034E+00  0.25654327E+02             NaN             NaN
  0.12743400E+02  0.62072645E+00  0.31794662E+00  0.58506471E+00  0.30588235E+02             NaN             NaN
  0.12826700E+02  0.55417952E+00  0.30531412E+00  0.56100556E+00  0.32327792E+02             NaN             NaN
  0.12909900E+02  0.49176935E+00  0.29963367E+00  0.54131399E+00  0.26240936E+02             NaN             NaN
  0.12993200E+02  0.44516689E+00  0.29872978E+00  0.52838167E+00  0.18843037E+02             NaN             NaN
  0.13076500E+02  0.41746456E+00  0.29998996E+00  0.51969168E+00  0.16373028E+02             NaN             NaN
  0.13159800E+02  0.40467191E+00  0.30137049E+00  0.50923261E+00  0.17027532E+02             NaN             NaN
  0.13243100E+02  0.39990143E+00  0.30125464E+00  0.48920290E+00  0.19222138E+02             NaN             NaN
  0.13326400E+02  0.39745358E+00  0.29817262E+00  0.45543894E+00  0.22038378E+02             NaN             NaN
  0.13409700E+02  0.39228444E+00  0.29179816E+00  0.41117993E+00  0.25216036E+02             NaN             NaN
  0.13493000E+02  0.37888931E+00  0.28269053E+00  0.36625846E+00  0.28502379E+02             NaN             NaN
