   #Energy      xx              yy   
  0.28596100E+02  0.11624872E+01  0.11624872E+01
  0.28663400E+02  0.11879497E+01  0.11879497E+01
  0.28730700E+02  0.12011526E+01  0.12011526E+01
  0.28798000E+02  0.11990734E+01  0.11990734E+01
  0.28865300E+02  0.11767003E+01  0.11767003E+01
  0.28932500E+02  0.11289719E+01  0.11289719E+01
  0.28999800E+02  0.10580195E+01  0.10580195E+01
  0.29067100E+02  0.97520223E+00  0.97520223E+00
  0.29134400E+02  0.89430013E+00  0.89430013E+00
  0.29201700E+02  0.82756738E+00  0.82756738E+00
  0.29269000E+02  0.78040900E+00  0.78040900E+00
  0.29336200E+02  0.75096591E+00  0.75096591E+00
  0.29403500E+02  0.73370496E+00  0.73370496E+00
  0.29470800E+02  0.72303331E+00  0.72303331E+00
  0.29538100E+02  0.71397811E+00  0.71397811E+00
  0.29605400E+02  0.70453879E+00  0.70453879E+00
  0.29672700E+02  0.69370478E+00  0.69370478E+00
  0.29740000E+02  0.68281435E+00  0.68281435E+00
  0.29807200E+02  0.67254050E+00  0.67254050E+00
  0.29874500E+02  0.66424588E+00  0.66424588E+00
  0.29941800E+02  0.65963765E+00  0.65963765E+00
  0.30009100E+02  0.65976068E+00  0.65976068E+00
  0.30076400E+02  0.66464700E+00  0.66464700E+00
  0.30143700E+02  0.67535290E+00  0.67535290E+00
  0.30211000E+02  0.69191728E+00  0.69191728E+00
  0.30278200E+02  0.71437665E+00  0.71437665E+00
  0.30345500E+02  0.74243079E+00  0.74243079E+00
  0.30412800E+02  0.77404713E+00  0.77404713E+00
  0.30480100E+02  0.80683184E+00  0.80683184E+00
  0.30547400E+02  0.83767773E+00  0.83767773E+00
  0.30614700E+02  0.86553078E+00  0.86553078E+00
  0.30681900E+02  0.88967245E+00  0.88967245E+00
  0.30749200E+02  0.91147649E+00  0.91147649E+00
  0.30816500E+02  0.92882974E+00  0.92882974E+00
  0.30883800E+02  0.93575562E+00  0.93575562E+00
  0.30951100E+02  0.92517397E+00  0.92517397E+00
  0.31018400E+02  0.89275437E+00  0.89275437E+00
  0.31085700E+02  0.84081974E+00  0.84081974E+00
  0.31152900E+02  0.77876915E+00  0.77876915E+00
  0.31220200E+02  0.71856707E+00  0.71856707E+00
  0.31287500E+02  0.66908421E+00  0.66908421E+00
  0.31354800E+02  0.63394296E+00  0.63394296E+00
  0.31422100E+02  0.61252526E+00  0.61252526E+00
  0.31489400E+02  0.60099688E+00  0.60099688E+00
  0.31556700E+02  0.59584748E+00  0.59584748E+00
  0.31623900E+02  0.59460895E+00  0.59460895E+00
  0.31691200E+02  0.59659228E+00  0.59659228E+00
  0.31758500E+02  0.60073700E+00  0.60073700E+00
  0.31825800E+02  0.60705682E+00  0.60705682E+00
  0.31893100E+02  0.61556547E+00  0.61556547E+00
  0.31960400E+02  0.62627667E+00  0.62627667E+00
  0.32027600E+02  0.64029046E+00  0.64029046E+00
  0.32094900E+02  0.65872197E+00  0.65872197E+00
