-1.0472  -1.70099  -1.73205
-1.0471  -1.70059  -1.73165
-1.047  -1.70019  -1.73125
-1.0469  -1.6998  -1.73085
-1.0468  -1.6994  -1.73045
-1.0467  -1.69901  -1.73005
-1.0466  -1.69861  -1.72965
-1.0465  -1.69821  -1.72925
-1.0464  -1.69782  -1.72886
-1.0463  -1.69742  -1.72846
-1.0462  -1.69703  -1.72806
-1.0461  -1.69663  -1.72766
-1.046  -1.69623  -1.72726
-1.0459  -1.69584  -1.72686
-1.0458  -1.69544  -1.72646
-1.0457  -1.69505  -1.72607
-1.0456  -1.69465  -1.72567
-1.0455  -1.69426  -1.72527
-1.0454  -1.69386  -1.72487
-1.0453  -1.69347  -1.72448
-1.0452  -1.69308  -1.72408
-1.0451  -1.69268  -1.72368
-1.045  -1.69229  -1.72328
-1.0449  -1.69189  -1.72289
-1.0448  -1.6915  -1.72249
-1.0447  -1.69111  -1.72209
-1.0446  -1.69071  -1.7217
-1.0445  -1.69032  -1.7213
-1.0444  -1.68993  -1.7209
-1.0443  -1.68953  -1.72051
-1.0442  -1.68914  -1.72011
-1.0441  -1.68875  -1.71972
-1.044  -1.68835  -1.71932
-1.0439  -1.68796  -1.71893
-1.0438  -1.68757  -1.71853
-1.0437  -1.68718  -1.71814
-1.0436  -1.68678  -1.71774
-1.0435  -1.68639  -1.71734
-1.0434  -1.686  -1.71695
-1.0433  -1.68561  -1.71656
-1.0432  -1.68522  -1.71616
-1.0431  -1.68483  -1.71577
-1.043  -1.68443  -1.71537
-1.0429  -1.68404  -1.71498
-1.0428  -1.68365  -1.71458
-1.0427  -1.68326  -1.71419
-1.0426  -1.68287  -1.7138
-1.0425  -1.68248  -1.7134
-1.0424  -1.68209  -1.71301
-1.0423  -1.6817  -1.71262
-1.0422  -1.68131  -1.71222
-1.0421  -1.68092  -1.71183
-1.042  -1.68053  -1.71144
-1.0419  -1.68014  -1.71104
-1.0418  -1.67975  -1.71065
-1.0417  -1.67936  -1.71026
-1.0416  -1.67897  -1.70987
-1.0415  -1.67858  -1.70947
-1.0414  -1.67819  -1.70908
-1.0413  -1.6778  -1.70869
-1.0412  -1.67741  -1.7083
-1.0411  -1.67702  -1.70791
-1.041  -1.67664  -1.70751
-1.0409  -1.67625  -1.70712
-1.0408  -1.67586  -1.70673
-1.0407  -1.67547  -1.70634
-1.0406  -1.67508  -1.70595
-1.0405  -1.67469  -1.70556
-1.0404  -1.67431  -1.70517
-1.0403  -1.67392  -1.70478
-1.0402  -1.67353  -1.70439
-1.0401  -1.67314  -1.704
-1.04  -1.67276  -1.70361
-1.0399  -1.67237  -1.70321
-1.0398  -1.67198  -1.70282
-1.0397  -1.6716  -1.70243
-1.0396  -1.67121  -1.70205
-1.0395  -1.67082  -1.70166
-1.0394  -1.67044  -1.70127
-1.0393  -1.67005  -1.70088
-1.0392  -1.66966  -1.70049
-1.0391  -1.66928  -1.7001
-1.039  -1.66889  -1.69971
-1.0389  -1.6685  -1.69932
-1.0388  -1.66812  -1.69893
-1.0387  -1.66773  -1.69854
-1.0386  -1.66735  -1.69815
-1.0385  -1.66696  -1.69777
-1.0384  -1.66658  -1.69738
-1.0383  -1.66619  -1.69699
-1.0382  -1.66581  -1.6966
-1.0381  -1.66542  -1.69621
-1.038  -1.66504  -1.69583
-1.0379  -1.66465  -1.69544
-1.0378  -1.66427  -1.69505
-1.0377  -1.66388  -1.69466
-1.0376  -1.6635  -1.69428
-1.0375  -1.66312  -1.69389
-1.0374  -1.66273  -1.6935
-1.0373  -1.66235  -1.69312
-1.0372  -1.66197  -1.69273
-1.0371  -1.66158  -1.69234
-1.037  -1.6612  -1.69196
-1.0369  -1.66082  -1.69157
-1.0368  -1.66043  -1.69119
-1.0367  -1.66005  -1.6908
-1.0366  -1.65967  -1.69041
-1.0365  -1.65928  -1.69003
-1.0364  -1.6589  -1.68964
-1.0363  -1.65852  -1.68926
-1.0362  -1.65814  -1.68887
-1.0361  -1.65775  -1.68849
-1.036  -1.65737  -1.6881
-1.0359  -1.65699  -1.68772
-1.0358  -1.65661  -1.68733
-1.0357  -1.65623  -1.68695
-1.0356  -1.65584  -1.68656
-1.0355  -1.65546  -1.68618
-1.0354  -1.65508  -1.68579
-1.0353  -1.6547  -1.68541
-1.0352  -1.65432  -1.68503
-1.0351  -1.65394  -1.68464
-1.035  -1.65356  -1.68426
-1.0349  -1.65318  -1.68387
-1.0348  -1.6528  -1.68349
-1.0347  -1.65242  -1.68311
-1.0346  -1.65204  -1.68272
-1.0345  -1.65166  -1.68234
-1.0344  -1.65128  -1.68196
-1.0343  -1.6509  -1.68158
-1.0342  -1.65052  -1.68119
-1.0341  -1.65014  -1.68081
-1.034  -1.64976  -1.68043
-1.0339  -1.64938  -1.68005
-1.0338  -1.649  -1.67966
-1.0337  -1.64862  -1.67928
-1.0336  -1.64824  -1.6789
-1.0335  -1.64786  -1.67852
-1.0334  -1.64748  -1.67814
-1.0333  -1.6471  -1.67775
