1.75 1.4909e-165  1.4909e-165 1.4909e-165 1.4909e-165
1.76 2.63555e-165  2.63555e-165 2.63555e-165 2.63555e-165
1.77 4.64402e-165  4.64402e-165 4.64402e-165 4.64402e-165
1.78 8.15698e-165  8.15698e-165 8.15698e-165 8.15698e-165
1.79 1.42822e-164  1.42822e-164 1.42822e-164 1.42822e-164
1.8 2.49289e-164  2.49289e-164 2.49289e-164 2.49289e-164
1.81 4.33782e-164  4.33782e-164 4.33782e-164 4.33782e-164
1.82 7.52513e-164  7.52513e-164 7.52513e-164 7.52513e-164
1.83 1.3015e-163  1.3015e-163 1.3015e-163 1.3015e-163
1.84 2.24429e-163  2.24429e-163 2.24429e-163 2.24429e-163
1.85 3.8586e-163  3.8586e-163 3.8586e-163 3.8586e-163
1.86 6.61473e-163  6.61473e-163 6.61473e-163 6.61473e-163
1.87 1.13068e-162  1.13068e-162 1.13068e-162 1.13068e-162
1.88 1.92718e-162  1.92718e-162 1.92718e-162 1.92718e-162
1.89 3.2755e-162  3.2755e-162 3.2755e-162 3.2755e-162
1.9 5.55158e-162  5.55158e-162 5.55158e-162 5.55158e-162
1.91 9.38324e-162  9.38324e-162 9.38324e-162 9.38324e-162
1.92 1.5816e-161  1.5816e-161 1.5816e-161 1.5816e-161
1.93 2.65867e-161  2.65867e-161 2.65867e-161 2.65867e-161
1.94 4.45723e-161  4.45723e-161 4.45723e-161 4.45723e-161
1.95 7.45267e-161  7.45267e-161 7.45267e-161 7.45267e-161
1.96 1.24284e-160  1.24284e-160 1.24284e-160 1.24284e-160
1.97 2.06723e-160  2.06723e-160 2.06723e-160 2.06723e-160
1.98 3.4296e-160  3.4296e-160 3.4296e-160 3.4296e-160
1.99 5.67531e-160  5.67531e-160 5.67531e-160 5.67531e-160
2 9.36783e-160  9.36783e-160 9.36783e-160 9.36783e-160
2.01 1.54242e-159  1.54242e-159 1.54242e-159 1.54242e-159
2.02 2.53332e-159  2.53332e-159 2.53332e-159 2.53332e-159
2.03 4.15063e-159  4.15063e-159 4.15063e-159 4.15063e-159
2.04 6.78396e-159  6.78396e-159 6.78396e-159 6.78396e-159
2.05 1.10614e-158  1.10614e-158 1.10614e-158 1.10614e-158
2.06 1.79929e-158  1.79929e-158 1.79929e-158 1.79929e-158
2.07 2.91991e-158  2.91991e-158 2.91991e-158 2.91991e-158
2.08 4.72742e-158  4.72742e-158 4.72742e-158 4.72742e-158
2.09 7.63615e-158  7.63615e-158 7.63615e-158 7.63615e-158
2.1 1.23064e-157  1.23064e-157 1.23064e-157 1.23064e-157
2.11 1.9788e-157  1.9788e-157 1.9788e-157 1.9788e-157
2.12 3.17466e-157  3.17466e-157 3.17466e-157 3.17466e-157
2.13 5.08189e-157  5.08189e-157 5.08189e-157 5.08189e-157
2.14 8.11702e-157  8.11702e-157 8.11702e-157 8.11702e-157
2.15 1.29366e-156  1.29366e-156 1.29366e-156 1.29366e-156
2.16 2.05732e-156  2.05732e-156 2.05732e-156 2.05732e-156
2.17 3.26478e-156  3.26478e-156 3.26478e-156 3.26478e-156
2.18 5.16992e-156  5.16992e-156 5.16992e-156 5.16992e-156
2.19 8.16957e-156  8.16957e-156 8.16957e-156 8.16957e-156
2.2 1.28828e-155  1.28828e-155 1.28828e-155 1.28828e-155
2.21 2.02731e-155  2.02731e-155 2.02731e-155 2.02731e-155
2.22 3.18379e-155  3.18379e-155 3.18379e-155 3.18379e-155
2.23 4.98982e-155  4.98982e-155 4.98982e-155 4.98982e-155
2.24 7.80464e-155  7.80464e-155 7.80464e-155 7.80464e-155
2.25 1.2183e-154  1.2183e-154 1.2183e-154 1.2183e-154
2.26 1.89801e-154  1.89801e-154 1.89801e-154 1.89801e-154
2.27 2.95115e-154  2.95115e-154 2.95115e-154 2.95115e-154
2.28 4.57975e-154  4.57975e-154 4.57975e-154 4.57975e-154
2.29 7.09344e-154  7.09344e-154 7.09344e-154 7.09344e-154
2.3 1.09659e-153  1.09659e-153 1.09659e-153 1.09659e-153
2.31 1.69203e-153  1.69203e-153 1.69203e-153 1.69203e-153
2.32 2.60591e-153  2.60591e-153 2.60591e-153 2.60591e-153
2.33 4.00593e-153  4.00593e-153 4.00593e-153 4.00593e-153
2.34 6.14677e-153  6.14677e-153 6.14677e-153 6.14677e-153
