-94  0.001
-77  0.002
-72  0.001
-71  0.001
-68  0.001
-66  0.002
-63  0.001
-54  0.003
-53  0.001
-51  0.001
-50  0.002
-48  0.003
-47  0.001
-46  0.003
-45  0.005
-44  0.001
-43  0.004
-42  0.004
-41  0.002
-39  0.005
-38  0.004
-37  0.005
-36  0.008
-35  0.003
-34  0.005
-33  0.007
-32  0.006
-31  0.008
-30  0.002
-29  0.007
-28  0.013
-27  0.006
-26  0.011
-25  0.006
-24  0.012
-23  0.01
-22  0.012
-21  0.008
-20  0.008
-19  0.006
-18  0.016
-17  0.008
-16  0.016
-15  0.012
-14  0.019
-13  0.014
-12  0.013
-11  0.017
-10  0.017
-9  0.017
-8  0.016
-7  0.021
-6  0.021
-5  0.01
-4  0.016
-3  0.026
-2  0.034
-1  0.018
0  0.021
1  0.022
2  0.016
3  0.018
4  0.011
5  0.019
6  0.028
7  0.014
8  0.018
9  0.019
10  0.018
11  0.015
12  0.018
13  0.014
14  0.02
15  0.014
16  0.013
17  0.005
18  0.016
19  0.007
20  0.008
21  0.015
22  0.008
23  0.008
24  0.012
25  0.01
26  0.007
27  0.004
28  0.007
29  0.004
30  0.008
31  0.001
32  0.001
33  0.007
34  0.005
35  0.005
36  0.007
37  0.004
38  0.006
39  0.001
40  0.005
41  0.001
42  0.002
43  0.004
44  0.004
45  0.004
46  0.001
47  0.001
48  0.001
49  0.004
50  0.003
51  0.001
52  0.001
53  0.001
56  0.001
57  0.002
58  0.001
59  0.001
62  0.001
66  0.001
68  0.001
73  0.001
80  0.001
83  0.001
85  0.001
