-35  1e-05
-34  1e-05
-33  3e-05
-32  2e-05
-31  4e-05
-30  0.00011
-29  6e-05
-28  0.0001
-27  0.00021
-26  0.00027
-25  0.00039
-24  0.00043
-23  0.00084
-22  0.00082
-21  0.00141
-20  0.00188
-19  0.00243
-18  0.00296
-17  0.00381
-16  0.00489
-15  0.00628
-14  0.00736
-13  0.009
-12  0.01113
-11  0.0136
-10  0.01683
-9  0.02043
-8  0.02541
-7  0.02922
-6  0.03369
-5  0.04104
-4  0.04608
-3  0.05517
-2  0.0624
-1  0.06739
0  0.06905
1  0.06538
2  0.06257
3  0.05325
4  0.04638
5  0.04001
6  0.03385
7  0.03074
8  0.02553
9  0.02062
10  0.01679
11  0.01375
12  0.01062
13  0.00989
14  0.00788
15  0.00663
16  0.00502
17  0.00375
18  0.00285
19  0.00232
20  0.00195
21  0.00153
22  0.00113
23  0.00077
24  0.00057
25  0.00038
26  0.0003
27  0.00018
28  0.0001
29  0.00019
30  6e-05
31  5e-05
32  6e-05
33  4e-05
34  1e-05
35  2e-05
36  1e-05
38  2e-05
39  1e-05
